dbw_enabled,linear_current,angular_current,linear_required,angular_required,throttle,brake,steer,dx_c,dy_c,theta_c,steering_feedback
True,0.102487228096,0.0,2.556936713011052,0.0,0.05490447129820714,0.0,0.0,1131.298,1183.275,0.1035117,0.0
True,0.102487228096,0.0,2.556936713011052,0.0,0.05490447129820714,0.0,0.0,1131.298,1183.275,0.1035117,0.0
True,0.102487228096,0.0,2.556936713011052,0.0,0.05490447129820714,0.0,0.0,1131.298,1183.275,0.1035117,0.0
True,0.102487228096,0.0,2.556936713011052,0.0,0.05490447129820714,0.0,0.0,1131.298,1183.275,0.1035117,0.0
True,0.102487228096,0.0,2.556936713011052,0.0,0.05490447129820714,0.0,0.0,1131.298,1183.275,0.1035117,0.0
True,0.102487228096,0.0,2.556936713011052,0.0,0.05490447129820714,0.0,0.0,1131.298,1183.275,0.1035117,0.0
True,0.102487228096,0.0,2.556936713011052,0.0,0.05490447129820714,0.0,0.0,1131.298,1183.275,0.1035117,0.0
True,0.102487228096,0.0,2.556936713011052,0.0,0.05490447129820714,0.0,0.0,1131.298,1183.275,0.1035117,0.0
True,0.102487228096,0.0,2.556936713011052,0.0,0.05490447129820714,0.0,0.0,1131.298,1183.275,0.1035117,0.0
True,0.102487228096,0.0,2.556936713011052,0.0,0.05490447129820714,0.0,0.0,1131.298,1183.275,0.1035117,0.0
True,0.102487228096,0.0,2.556936713011052,0.0,0.05490447129820714,0.0,0.0,1131.298,1183.275,0.1035117,0.0
True,0.102487228096,0.0,2.556936713011052,0.0,0.05490447129820714,0.0,0.0,1131.298,1183.275,0.1035117,0.0
True,0.102487228096,0.0,2.556936713011052,0.0,0.05490447129820714,0.0,0.0,1131.298,1183.275,0.1035117,0.0
True,0.102487228096,0.0,2.556936713011052,0.0,0.05490447129820714,0.0,0.0,1131.298,1183.275,0.1035117,0.0
True,0.102487228096,0.0,2.556936713011052,0.0,0.05490447129820714,0.0,0.0,1131.298,1183.275,0.1035117,0.0
True,0.102487228096,0.0,2.556936713011052,0.0,0.05490447129820714,0.0,0.0,1131.298,1183.275,0.1035117,0.0
True,0.102487228096,0.0,2.556936713011052,0.0,0.05490447129820714,0.0,0.0,1131.298,1183.275,0.1035117,0.0
True,0.135538683456,0.0066804228457628505,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.135538683456,0.0,2.556936713011052,0.0,0.05416513129820713,0.0,0.0,1131.337,1183.279,0.1035657,0.0
True,0.22534647132799998,0.021786076525203844,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.22534647132799998,0.0,2.556936713011052,0.0,0.05215618829820714,0.0,0.0,1131.398,1183.284,0.103632,0.0
True,0.284324324416,-0.015158271765705215,2.556936713011052,0.0,0.050836891298207135,0.0,0.0,1131.467,1183.29,0.103705,0.0
True,0.284324324416,0.0,2.556936713011052,0.0,0.050836891298207135,0.0,0.0,1131.467,1183.29,0.103705,0.0
True,0.284324324416,0.0,2.556936713011052,0.0,0.050836891298207135,0.0,0.0,1131.467,1183.29,0.103705,0.0
True,0.284324324416,0.0,2.556936713011052,0.0,0.050836891298207135,0.0,0.0,1131.467,1183.29,0.103705,0.0
True,0.284324324416,0.0,2.556936713011052,0.0,0.050836891298207135,0.0,0.0,1131.467,1183.29,0.103705,0.0
True,0.284324324416,0.0,2.556936713011052,0.0,0.050836891298207135,0.0,0.0,1131.467,1183.29,0.103705,0.0
True,0.284324324416,0.0,2.556936713011052,0.0,0.050836891298207135,0.0,0.0,1131.467,1183.29,0.103705,0.0
True,0.284324324416,0.0,2.556936713011052,0.0,0.050836891298207135,0.0,0.0,1131.467,1183.29,0.103705,0.0
True,0.284324324416,0.0,2.556936713011052,0.0,0.050836891298207135,0.0,0.0,1131.467,1183.29,0.103705,0.0
True,0.284324324416,0.0,2.556936713011052,0.0,0.050836891298207135,0.0,0.0,1131.467,1183.29,0.103705,0.0
True,0.284324324416,0.0,2.556936713011052,0.0,0.050836891298207135,0.0,0.0,1131.467,1183.29,0.103705,0.0
True,0.284324324416,0.0,2.556936713011052,0.0,0.050836891298207135,0.0,0.0,1131.467,1183.29,0.103705,0.0
